seed,m,policy,degree,iter,step_mass,train_loss,test_loss,gen_gap
0,500,no_cap,5,3020,5.422890,0.213934,0.881818,0.667884
0,500,no_cap,5,3030,5.431980,0.213784,0.882144,0.668360
0,500,no_cap,5,3040,5.441055,0.213640,0.882411,0.668772
0,500,no_cap,5,3050,5.450115,0.213488,0.882625,0.669136
0,500,no_cap,5,3060,5.459161,0.213335,0.882991,0.669656
0,500,no_cap,5,3070,5.468192,0.213185,0.883245,0.670061
0,500,no_cap,5,3080,5.477208,0.213040,0.883480,0.670440
0,500,no_cap,5,3090,5.486209,0.212877,0.883889,0.671013
0,500,no_cap,5,3100,5.495196,0.212725,0.884143,0.671419
0,500,no_cap,5,3110,5.504168,0.212578,0.884325,0.671747
0,500,no_cap,5,3120,5.513126,0.212428,0.884582,0.672154
0,500,no_cap,5,3130,5.522069,0.212277,0.884853,0.672577
0,500,no_cap,5,3140,5.530999,0.212128,0.885048,0.672920
0,500,no_cap,5,3150,5.539914,0.211969,0.885410,0.673441
0,500,no_cap,5,3160,5.548815,0.211808,0.885704,0.673896
0,500,no_cap,5,3170,5.557702,0.211664,0.885933,0.674269
0,500,no_cap,5,3180,5.566574,0.211506,0.886350,0.674844
0,500,no_cap,5,3190,5.575433,0.211364,0.886576,0.675212
0,500,no_cap,5,3200,5.584278,0.211236,0.886878,0.675643
0,500,no_cap,5,3210,5.593110,0.211101,0.887096,0.675995
0,500,no_cap,5,3220,5.601927,0.210972,0.887339,0.676367
0,500,no_cap,5,3230,5.610731,0.210822,0.887614,0.676792
0,500,no_cap,5,3240,5.619521,0.210677,0.887921,0.677244
0,500,no_cap,5,3250,5.628298,0.210527,0.888328,0.677801
0,500,no_cap,5,3260,5.637061,0.210383,0.888671,0.678287
0,500,no_cap,5,3270,5.645811,0.210224,0.888990,0.678766
0,500,no_cap,5,3280,5.654547,0.210092,0.889112,0.679020
0,500,no_cap,5,3290,5.663270,0.209963,0.889400,0.679437
0,500,no_cap,5,3300,5.671980,0.209827,0.889638,0.679811
0,500,no_cap,5,3310,5.680677,0.209684,0.889879,0.680195
0,500,no_cap,5,3320,5.689360,0.209546,0.890125,0.680579
0,500,no_cap,5,3330,5.698031,0.209409,0.890404,0.680995
0,500,no_cap,5,3340,5.706688,0.209272,0.890552,0.681280
0,500,no_cap,5,3350,5.715333,0.209143,0.890723,0.681580
0,500,no_cap,5,3360,5.723964,0.209006,0.890914,0.681908
0,500,no_cap,5,3370,5.732583,0.208870,0.891247,0.682377
0,500,no_cap,5,3380,5.741189,0.208733,0.891539,0.682806
0,500,no_cap,5,3390,5.749782,0.208591,0.891773,0.683182
0,500,no_cap,5,3400,5.758363,0.208460,0.892076,0.683616
0,500,no_cap,5,3410,5.766931,0.208329,0.892300,0.683971
0,500,no_cap,5,3420,5.775486,0.208187,0.892504,0.684316
0,500,no_cap,5,3430,5.784029,0.208056,0.892709,0.684652
0,500,no_cap,5,3440,5.792560,0.207924,0.892928,0.685003
0,500,no_cap,5,3450,5.801078,0.207797,0.893116,0.685319
0,500,no_cap,5,3460,5.809584,0.207668,0.893254,0.685586
0,500,no_cap,5,3470,5.818077,0.207539,0.893476,0.685937
0,500,no_cap,5,3480,5.826559,0.207403,0.893853,0.686449
0,500,no_cap,5,3490,5.835028,0.207274,0.894225,0.686951
0,500,no_cap,5,3500,5.843485,0.207141,0.894477,0.687336
0,500,no_cap,5,3510,5.851930,0.207002,0.894708,0.687706
0,500,no_cap,5,3520,5.860362,0.206867,0.894985,0.688119
0,500,no_cap,5,3530,5.868783,0.206719,0.895349,0.688630
0,500,no_cap,5,3540,5.877192,0.206581,0.895630,0.689049
0,500,no_cap,5,3550,5.885589,0.206458,0.895863,0.689406
0,500,no_cap,5,3560,5.893975,0.206319,0.896148,0.689829
0,500,no_cap,5,3570,5.902348,0.206188,0.896486,0.690298
0,500,no_cap,5,3580,5.910710,0.206062,0.896825,0.690763
0,500,no_cap,5,3590,5.919060,0.205941,0.897087,0.691146
0,500,no_cap,5,3600,5.927399,0.205814,0.897408,0.691595
0,500,no_cap,5,3610,5.935726,0.205690,0.897726,0.692036
0,500,no_cap,5,3620,5.944041,0.205571,0.898013,0.692442
0,500,no_cap,5,3630,5.952345,0.205440,0.898240,0.692799
0,500,no_cap,5,3640,5.960638,0.205300,0.898565,0.693266
0,500,no_cap,5,3650,5.968919,0.205176,0.898901,0.693725
0,500,no_cap,5,3660,5.977189,0.205058,0.899173,0.694115
0,500,no_cap,5,3670,5.985447,0.204934,0.899491,0.694557
0,500,no_cap,5,3680,5.993695,0.204811,0.899840,0.695028
0,500,no_cap,5,3690,6.001931,0.204699,0.900090,0.695391
0,500,no_cap,5,3700,6.010156,0.204576,0.900381,0.695804
0,500,no_cap,5,3710,6.018370,0.204452,0.900614,0.696162
0,500,no_cap,5,3720,6.026572,0.204339,0.900959,0.696620
0,500,no_cap,5,3730,6.034764,0.204208,0.901147,0.696938
0,500,no_cap,5,3740,6.042945,0.204084,0.901455,0.697371
0,500,no_cap,5,3750,6.051115,0.203962,0.901641,0.697679
0,500,no_cap,5,3760,6.059274,0.203842,0.901898,0.698056
0,500,no_cap,5,3770,6.067422,0.203724,0.902174,0.698451
0,500,no_cap,5,3780,6.075559,0.203605,0.902362,0.698757
0,500,no_cap,5,3790,6.083686,0.203488,0.902542,0.699054
0,500,no_cap,5,3800,6.091802,0.203363,0.902833,0.699470
0,500,no_cap,5,3810,6.099907,0.203247,0.903043,0.699796
0,500,no_cap,5,3820,6.108002,0.203131,0.903151,0.700020
0,500,no_cap,5,3830,6.116086,0.203013,0.903327,0.700314
0,500,no_cap,5,3840,6.124159,0.202894,0.903479,0.700584
0,500,no_cap,5,3850,6.132222,0.202781,0.903705,0.700924
0,500,no_cap,5,3860,6.140274,0.202658,0.903933,0.701275
0,500,no_cap,5,3870,6.148317,0.202541,0.904202,0.701661
0,500,no_cap,5,3880,6.156348,0.202422,0.904383,0.701961
0,500,no_cap,5,3890,6.164370,0.202304,0.904594,0.702290
0,500,no_cap,5,3900,6.172381,0.202187,0.904870,0.702684
0,500,no_cap,5,3910,6.180381,0.202073,0.905133,0.703060
0,500,no_cap,5,3920,6.188372,0.201952,0.905347,0.703396
0,500,no_cap,5,3930,6.196352,0.201840,0.905519,0.703679
0,500,no_cap,5,3940,6.204322,0.201734,0.905719,0.703984
0,500,no_cap,5,3950,6.212283,0.201625,0.905967,0.704341
0,500,no_cap,5,3960,6.220233,0.201510,0.906063,0.704553
0,500,no_cap,5,3970,6.228173,0.201411,0.906243,0.704831
0,500,no_cap,5,3980,6.236103,0.201304,0.906440,0.705135
0,500,no_cap,5,3990,6.244023,0.201190,0.906601,0.705411
0,500,no_cap,5,4000,6.251933,0.201081,0.906826,0.705746
0,500,no_cap,5,4010,6.259833,0.200970,0.907068,0.706098
0,500,no_cap,5,4020,6.267724,0.200847,0.907339,0.706491
0,500,no_cap,5,4030,6.275604,0.200731,0.907517,0.706786
0,500,no_cap,5,4040,6.283475,0.200622,0.907756,0.707135
0,500,no_cap,5,4050,6.291336,0.200510,0.908061,0.707551
0,500,no_cap,5,4060,6.299188,0.200403,0.908271,0.707867
0,500,no_cap,5,4070,6.307029,0.200291,0.908502,0.708211
0,500,no_cap,5,4080,6.314861,0.200180,0.908789,0.708609
